-2.970297029703	95.1989
-2.960396039604	70.8323
-2.950495049505	56.2103
-2.940594059406	46.4606
-2.930693069307	39.4952
-2.920792079208	34.2702
-2.910891089109	30.2054
-2.90099009901	26.9528
-2.891089108911	24.2911
-2.881188118812	22.0725
-2.871287128713	20.1948
-2.861386138614	18.585
-2.851485148515	17.1896
-2.841584158416	15.9684
-2.831683168317	14.8906
-2.821782178218	13.9325
-2.811881188119	13.0751
-2.80198019802	12.3034
-2.792079207921	11.6051
-2.782178217822	10.9703
-2.772277227723	10.3906
-2.762376237624	9.85928
-2.752475247525	9.37045
-2.742574257426	8.91924
-2.732673267327	8.5015
-2.722772277228	8.11365
-2.712871287129	7.7526
-2.70297029703	7.41569
-2.693069306931	7.10059
-2.683168316832	6.80526
-2.673267326733	6.52791
-2.663366336634	6.26696
-2.653465346535	6.02102
-2.643564356436	5.78884
-2.633663366337	5.56931
-2.623762376238	5.36143
-2.613861386139	5.16432
-2.60396039604	4.97717
-2.594059405941	4.79925
-2.584158415842	4.62992
-2.574257425743	4.46857
-2.564356435644	4.31466
-2.554455445545	4.1677
-2.544554455446	4.02724
-2.534653465347	3.89287
-2.524752475248	3.7642
-2.514851485149	3.6409
-2.50495049505	3.52263
-2.49504950495	3.4091
-2.485148514851	3.30005
-2.475247524752	3.19522
-2.465346534653	3.09437
-2.455445544554	2.99729
-2.445544554455	2.90377
-2.435643564356	2.81364
-2.425742574257	2.72671
-2.415841584158	2.64282
-2.405940594059	2.56181
-2.39603960396	2.48356
-2.386138613861	2.40792
-2.376237623762	2.33476
-2.366336633663	2.26397
-2.356435643564	2.19545
-2.346534653465	2.12908
-2.336633663366	2.06477
-2.326732673267	2.00242
-2.316831683168	1.94195
-2.306930693069	1.88328
-2.29702970297	1.82633
-2.287128712871	1.77103
-2.277227722772	1.7173
-2.267326732673	1.66508
-2.257425742574	1.61431
-2.247524752475	1.56493
-2.237623762376	1.51689
-2.227722772277	1.47012
-2.217821782178	1.42458
-2.207920792079	1.38022
-2.19801980198	1.337
-2.188118811881	1.29486
-2.178217821782	1.25377
-2.168316831683	1.21369
-2.158415841584	1.17458
-2.148514851485	1.1364
-2.138613861386	1.09912
-2.128712871287	1.0627
-2.118811881188	1.02711
-2.108910891089	0.992316
-2.09900990099	0.958296
-2.089108910891	0.925017
-2.079207920792	0.892452
-2.069306930693	0.860574
-2.059405940594	0.829356
-2.049504950495	0.798776
-2.039603960396	0.768808
-2.029702970297	0.73943
-2.019801980198	0.71062
-2.009900990099	0.682356
-2	0.654617
-1.990099009901	0.627382
-1.980198019802	0.600633
-1.970297029703	0.57435
-1.960396039604	0.548515
-1.950495049505	0.523109
-1.940594059406	0.498115
-1.930693069307	0.473516
-1.920792079208	0.449295
-1.910891089109	0.425435
-1.90099009901	0.40192
-1.891089108911	0.378735
-1.881188118812	0.355864
-1.871287128713	0.333291
-1.861386138614	0.311002
-1.851485148515	0.288982
-1.841584158416	0.267216
-1.831683168317	0.245689
-1.821782178218	0.224388
-1.811881188119	0.203297
-1.80198019802	0.182403
-1.792079207921	0.16169
-1.782178217822	0.141146
-1.772277227723	0.120755
-1.762376237624	0.100504
-1.752475247525	0.0803775
-1.742574257426	0.0603615
-1.732673267327	0.0404412
-1.722772277228	0.0206018
-1.712871287129	0.000828261
-1.70297029703	-0.0188948
-1.693069306931	-0.038583
-1.683168316832	-0.0582522
-1.673267326733	-0.077919
-1.663366336634	-0.0975999
-1.653465346535	-0.117312
-1.643564356436	-0.137074
-1.633663366337	-0.156904
-1.623762376238	-0.17682
-1.613861386139	-0.196844
-1.60396039604	-0.216994
-1.594059405941	-0.237294
-1.584158415842	-0.257766
-1.574257425743	-0.278432
-1.564356435644	-0.29932
-1.554455445545	-0.320453
-1.544554455446	-0.341862
-1.534653465347	-0.363573
-1.524752475248	-0.38562
-1.514851485149	-0.408036
-1.50495049505	-0.430854
-1.49504950495	-0.454115
-1.485148514851	-0.477857
-1.475247524752	-0.502125
-1.465346534653	-0.526965
-1.455445544554	-0.552428
-1.445544554455	-0.578568
-1.435643564356	-0.605446
-1.425742574257	-0.633124
-1.415841584158	-0.661674
-1.405940594059	-0.691173
-1.39603960396	-0.721703
-1.386138613861	-0.753358
-1.376237623762	-0.786238
-1.366336633663	-0.820457
-1.356435643564	-0.856138
-1.346534653465	-0.89342
-1.336633663366	-0.932456
-1.326732673267	-0.97342
-1.316831683168	-1.0165
-1.306930693069	-1.06193
-1.29702970297	-1.10994
-1.287128712871	-1.16081
-1.277227722772	-1.21488
-1.267326732673	-1.2725
-1.257425742574	-1.33409
-1.247524752475	-1.40016
-1.237623762376	-1.47127
-1.227722772277	-1.5481
-1.217821782178	-1.63143
-1.207920792079	-1.72222
-1.19801980198	-1.82159
-1.188118811881	-1.93093
-1.178217821782	-2.05189
-1.168316831683	-2.18656
-1.158415841584	-2.33752
-1.148514851485	-2.50805
-1.138613861386	-2.70235
-1.128712871287	-2.92594
-1.118811881188	-3.18616
-1.108910891089	-3.49301
-1.09900990099	-3.86052
-1.089108910891	-4.30892
-1.079207920792	-4.86858
-1.069306930693	-5.58722
-1.059405940594	-6.54435
-1.049504950495	-7.88313
-1.039603960396	-9.88983
-1.029702970297	-13.2324
-1.019801980198	-19.9149
-1.009900990099	-39.9572
